Time(ps);Dl = 0;Dl = 1;Dl = 2;Dl = 3;Dl = 4;Dl = 5;Dl = 6;Dl = 7;Dl = 8;Dl = 9;Dl = 10;Dl = 11;Dl = 12;Dl = 13;Dl = 14;Dl = 15;Dl = 16;Dl = 17;Dl = 18;Dl = 19;Dl = 20;Dl = 21;Dl = 22;Dl = 23;Dl = 24;Dl = 25;Dl = 26;Dl = 27;Dl = 28
81.835728;0.000214765;1.60267E-06;7.17413E-07;3.08881E-07;1.74445E-07;1.12013E-07;7.79905E-08;5.74189E-08;4.4036E-08;3.48424E-08;2.82552E-08;2.31255E-08;1.94638E-08;1.66077E-08;1.43371E-08;1.24024E-08;1.09985E-08;9.6823E-09;8.64658E-09;7.76879E-09;7.01839E-09;6.37187E-09;5.81089E-09;5.29555E-09;4.86832E-09;4.49083E-09;4.15563E-09;3.85661E-09;3.58875E-09
81.933384;0.000214745;1.57794E-06;7.12596E-07;3.06835E-07;1.73289E-07;1.11271E-07;7.74739E-08;5.70387E-08;4.37445E-08;3.46119E-08;2.80682E-08;2.29725E-08;1.93349E-08;1.64977E-08;1.42421E-08;1.23201E-08;1.09256E-08;9.61798E-09;8.58914E-09;7.71718E-09;6.97177E-09;6.32955E-09;5.7723E-09;5.26045E-09;4.83607E-09;4.46109E-09;4.12811E-09;3.83109E-09;3.565E-09
82.03104;0.000214722;1.55362E-06;7.07804E-07;3.04796E-07;1.72137E-07;1.10531E-07;7.6959E-08;5.66598E-08;4.3454E-08;3.43821E-08;2.7882E-08;2.28199E-08;1.92065E-08;1.63881E-08;1.41474E-08;1.2238E-08;1.08529E-08;9.55388E-09;8.53188E-09;7.66574E-09;6.9253E-09;6.28737E-09;5.73384E-09;5.22547E-09;4.80392E-09;4.43144E-09;4.10069E-09;3.80565E-09;3.54134E-09
82.128696;0.000214695;1.5297E-06;7.03039E-07;3.02764E-07;1.70988E-07;1.09794E-07;7.64458E-08;5.62822E-08;4.31645E-08;3.41531E-08;2.76963E-08;2.26679E-08;1.90785E-08;1.62788E-08;1.4053E-08;1.21562E-08;1.07804E-08;9.48999E-09;8.47482E-09;7.61447E-09;6.87899E-09;6.24533E-09;5.69551E-09;5.1906E-09;4.77188E-09;4.4019E-09;4.07336E-09;3.78029E-09;3.51775E-09
82.226352;0.000214664;1.50618E-06;6.983E-07;3.00739E-07;1.69844E-07;1.09059E-07;7.59343E-08;5.59058E-08;4.2876E-08;3.39249E-08;2.75113E-08;2.25164E-08;1.8951E-08;1.61699E-08;1.3959E-08;1.20747E-08;1.07082E-08;9.42631E-09;8.41794E-09;7.56337E-09;6.83283E-09;6.20343E-09;5.65731E-09;5.15585E-09;4.73995E-09;4.37246E-09;4.04613E-09;3.75502E-09;3.49424E-09
82.324008;0.00021463;1.48305E-06;6.93587E-07;2.98721E-07;1.68703E-07;1.08327E-07;7.54246E-08;5.55307E-08;4.25884E-08;3.36975E-08;2.73269E-08;2.23655E-08;1.88238E-08;1.60614E-08;1.38653E-08;1.19934E-08;1.06362E-08;9.36284E-09;8.36126E-09;7.51244E-09;6.78682E-09;6.16166E-09;5.61924E-09;5.12122E-09;4.70813E-09;4.34311E-09;4.01898E-09;3.72984E-09;3.47081E-09
82.421664;0.000214593;1.46032E-06;6.88899E-07;2.96709E-07;1.67566E-07;1.07597E-07;7.49166E-08;5.51569E-08;4.23019E-08;3.34708E-08;2.71431E-08;2.2215E-08;1.86972E-08;1.59532E-08;1.37718E-08;1.19124E-08;1.05644E-08;9.29958E-09;8.30476E-09;7.46167E-09;6.74096E-09;6.12004E-09;5.58129E-09;5.08671E-09;4.67641E-09;4.31387E-09;3.99193E-09;3.70474E-09;3.44747E-09
82.51932;0.000214552;1.43797E-06;6.84237E-07;2.94704E-07;1.66433E-07;1.06869E-07;7.44104E-08;5.47844E-08;4.20163E-08;3.3245E-08;2.696E-08;2.20651E-08;1.85709E-08;1.58455E-08;1.36787E-08;1.18317E-08;1.04929E-08;9.23654E-09;8.24845E-09;7.41108E-09;6.69526E-09;6.07856E-09;5.54347E-09;5.05231E-09;4.64481E-09;4.28473E-09;3.96498E-09;3.67974E-09;3.4242E-09
82.616976;0.000214507;1.41601E-06;6.796E-07;2.92706E-07;1.65304E-07;1.06144E-07;7.39059E-08;5.44132E-08;4.17318E-08;3.30199E-08;2.67776E-08;2.19157E-08;1.84451E-08;1.57381E-08;1.3586E-08;1.17513E-08;1.04217E-08;9.17371E-09;8.19234E-09;7.36066E-09;6.64972E-09;6.03722E-09;5.50578E-09;5.01804E-09;4.61331E-09;4.25569E-09;3.93812E-09;3.65481E-09;3.40102E-09
82.714632;0.000214459;1.39444E-06;6.74989E-07;2.90715E-07;1.64179E-07;1.05422E-07;7.34032E-08;5.40432E-08;4.14482E-08;3.27956E-08;2.65957E-08;2.17668E-08;1.83197E-08;1.5631E-08;1.34935E-08;1.16711E-08;1.03507E-08;9.11109E-09;8.13641E-09;7.31041E-09;6.60433E-09;5.99601E-09;5.46821E-09;4.98388E-09;4.58193E-09;4.22675E-09;3.91135E-09;3.62998E-09;3.37791E-09
82.812288;0.000214407;1.37324E-06;6.70403E-07;2.88731E-07;1.63057E-07;1.04702E-07;7.29022E-08;5.36746E-08;4.11656E-08;3.25722E-08;2.64145E-08;2.16184E-08;1.81948E-08;1.55244E-08;1.34014E-08;1.15912E-08;1.02799E-08;9.04868E-09;8.08067E-09;7.26033E-09;6.55909E-09;5.95495E-09;5.43078E-09;4.94984E-09;4.55065E-09;4.19791E-09;3.88467E-09;3.60523E-09;3.35489E-09
82.909944;0.000214352;1.35241E-06;6.65842E-07;2.86754E-07;1.6194E-07;1.03985E-07;7.24029E-08;5.33073E-08;4.08841E-08;3.23495E-08;2.6234E-08;2.14706E-08;1.80703E-08;1.54181E-08;1.33096E-08;1.15116E-08;1.02094E-08;8.98649E-09;8.02513E-09;7.21043E-09;6.51401E-09;5.91403E-09;5.39347E-09;4.91592E-09;4.51948E-09;4.16917E-09;3.85809E-09;3.58057E-09;3.33195E-09
83.0076;0.000214293;1.33196E-06;6.61306E-07;2.84784E-07;1.60826E-07;1.0327E-07;7.19055E-08;5.29412E-08;4.06035E-08;3.21276E-08;2.60541E-08;2.13233E-08;1.79463E-08;1.53122E-08;1.32181E-08;1.14323E-08;1.01391E-08;8.92452E-09;7.96977E-09;7.16069E-09;6.46908E-09;5.87326E-09;5.3563E-09;4.88212E-09;4.48842E-09;4.14054E-09;3.8316E-09;3.556E-09;3.30909E-09
83.105256;0.00021423;1.31187E-06;6.56794E-07;2.8282E-07;1.59717E-07;1.02558E-07;7.14098E-08;5.25765E-08;4.03239E-08;3.19065E-08;2.58748E-08;2.11765E-08;1.78226E-08;1.52066E-08;1.31269E-08;1.13532E-08;1.00691E-08;8.86276E-09;7.91461E-09;7.11113E-09;6.42431E-09;5.83262E-09;5.31925E-09;4.84844E-09;4.45748E-09;4.112E-09;3.80521E-09;3.53152E-09;3.28632E-09
83.202912;0.000214164;1.29215E-06;6.52308E-07;2.80864E-07;1.58611E-07;1.01848E-07;7.09158E-08;5.22131E-08;4.00454E-08;3.16861E-08;2.56962E-08;2.10302E-08;1.76995E-08;1.51015E-08;1.30361E-08;1.12744E-08;9.99933E-09;8.80121E-09;7.85964E-09;7.06174E-09;6.3797E-09;5.79212E-09;5.28233E-09;4.81488E-09;4.42664E-09;4.08357E-09;3.77892E-09;3.50713E-09;3.26362E-09
83.300568;0.000214095;1.27278E-06;6.47846E-07;2.78915E-07;1.57509E-07;1.0114E-07;7.04237E-08;5.1851E-08;3.97678E-08;3.14666E-08;2.55183E-08;2.08845E-08;1.75768E-08;1.49967E-08;1.29456E-08;1.11959E-08;9.9298E-09;8.73988E-09;7.80486E-09;7.01252E-09;6.33524E-09;5.75177E-09;5.24554E-09;4.78144E-09;4.39591E-09;4.05525E-09;3.75271E-09;3.48282E-09;3.24101E-09
83.398224;0.000214022;1.25377E-06;6.43408E-07;2.76972E-07;1.56411E-07;1.00436E-07;6.99333E-08;5.14902E-08;3.94913E-08;3.12479E-08;2.5341E-08;2.07393E-08;1.74545E-08;1.48923E-08;1.28554E-08;1.11177E-08;9.86052E-09;8.67876E-09;7.75027E-09;6.96347E-09;6.29094E-09;5.71156E-09;5.20888E-09;4.74812E-09;4.3653E-09;4.02702E-09;3.72661E-09;3.4586E-09;3.21848E-09
83.49588;0.000213945;1.23511E-06;6.38995E-07;2.75036E-07;1.55317E-07;9.97335E-08;6.94447E-08;5.11307E-08;3.92157E-08;3.103E-08;2.51643E-08;2.05946E-08;1.73327E-08;1.47883E-08;1.27655E-08;1.10398E-08;9.79149E-09;8.61786E-09;7.69588E-09;6.9146E-09;6.24679E-09;5.67149E-09;5.17235E-09;4.71492E-09;4.33479E-09;3.9989E-09;3.7006E-09;3.43447E-09;3.19604E-09
83.593536;0.000213865;1.21681E-06;6.34605E-07;2.73108E-07;1.54227E-07;9.90338E-08;6.89578E-08;5.07725E-08;3.89412E-08;3.08129E-08;2.49883E-08;2.04505E-08;1.72113E-08;1.46847E-08;1.2676E-08;1.09621E-08;9.7227E-09;8.55718E-09;7.64168E-09;6.8659E-09;6.2028E-09;5.63156E-09;5.13595E-09;4.68184E-09;4.3044E-09;3.97088E-09;3.67468E-09;3.41043E-09;3.17368E-09
83.691192;0.000213781;1.19884E-06;6.30239E-07;2.71186E-07;1.53141E-07;9.83367E-08;6.84727E-08;5.04156E-08;3.86677E-08;3.05966E-08;2.4813E-08;2.03069E-08;1.70904E-08;1.45814E-08;1.25868E-08;1.08847E-08;9.65417E-09;8.49671E-09;7.58767E-09;6.81737E-09;6.15897E-09;5.59177E-09;5.09968E-09;4.64888E-09;4.27412E-09;3.94296E-09;3.64886E-09;3.38648E-09;3.15139E-09
83.788848;0.000213694;1.18122E-06;6.25897E-07;2.69272E-07;1.52059E-07;9.76421E-08;6.79895E-08;5.00601E-08;3.83952E-08;3.03812E-08;2.46383E-08;2.01638E-08;1.69699E-08;1.44785E-08;1.24979E-08;1.08076E-08;9.58588E-09;8.43646E-09;7.53385E-09;6.76902E-09;6.11529E-09;5.55213E-09;5.06355E-09;4.61604E-09;4.24395E-09;3.91514E-09;3.62314E-09;3.36261E-09;3.1292E-09
83.886504;0.000213604;1.16393E-06;6.21579E-07;2.67364E-07;1.50981E-07;9.69501E-08;6.7508E-08;4.97059E-08;3.81238E-08;3.01665E-08;2.44643E-08;2.00213E-08;1.68498E-08;1.4376E-08;1.24094E-08;1.07307E-08;9.51784E-09;8.37642E-09;7.48023E-09;6.72084E-09;6.07177E-09;5.51263E-09;5.02754E-09;4.58332E-09;4.21389E-09;3.88743E-09;3.59751E-09;3.33884E-09;3.10708E-09
83.98416;0.00021351;1.14698E-06;6.17284E-07;2.65463E-07;1.49907E-07;9.62606E-08;6.70283E-08;4.9353E-08;3.78533E-08;2.99526E-08;2.42909E-08;1.98793E-08;1.67303E-08;1.42739E-08;1.23211E-08;1.06542E-08;9.45006E-09;8.3166E-09;7.4268E-09;6.67284E-09;6.02841E-09;5.47327E-09;4.99166E-09;4.55072E-09;4.18394E-09;3.85982E-09;3.57197E-09;3.31516E-09;3.08505E-09
84.081816;0.000213412;1.13036E-06;6.13012E-07;2.6357E-07;1.48837E-07;9.55737E-08;6.65504E-08;4.90014E-08;3.75839E-08;2.97396E-08;2.41182E-08;1.97379E-08;1.66111E-08;1.41722E-08;1.22332E-08;1.05779E-08;9.38252E-09;8.257E-09;7.37357E-09;6.625E-09;5.9852E-09;5.43406E-09;4.95591E-09;4.51825E-09;4.15411E-09;3.83232E-09;3.54654E-09;3.29156E-09;3.06311E-09
84.179472;0.000213311;1.11406E-06;6.08763E-07;2.61683E-07;1.4777E-07;9.48893E-08;6.60742E-08;4.86512E-08;3.73155E-08;2.95273E-08;2.39461E-08;1.9597E-08;1.64924E-08;1.40708E-08;1.21457E-08;1.05019E-08;9.31523E-09;8.19761E-09;7.32052E-09;6.57735E-09;5.94215E-09;5.39499E-09;4.9203E-09;4.48589E-09;4.12439E-09;3.80492E-09;3.5212E-09;3.26806E-09;3.04124E-09
84.277128;0.000213207;1.09808E-06;6.04537E-07;2.59803E-07;1.46708E-07;9.42075E-08;6.55999E-08;4.83023E-08;3.70481E-08;2.93159E-08;2.37747E-08;1.94566E-08;1.63742E-08;1.39699E-08;1.20584E-08;1.04262E-08;9.24819E-09;8.13845E-09;7.26768E-09;6.52986E-09;5.89926E-09;5.35606E-09;4.88481E-09;4.45366E-09;4.09478E-09;3.77763E-09;3.49596E-09;3.24464E-09;3.01946E-09
84.374784;0.000213099;1.08242E-06;6.00333E-07;2.57931E-07;1.4565E-07;9.35283E-08;6.51274E-08;4.79547E-08;3.67817E-08;2.91053E-08;2.3604E-08;1.93168E-08;1.62564E-08;1.38693E-08;1.19715E-08;1.03507E-08;9.1814E-09;8.0795E-09;7.21502E-09;6.48255E-09;5.85653E-09;5.31728E-09;4.84946E-09;4.42155E-09;4.06528E-09;3.75043E-09;3.47081E-09;3.22132E-09;2.99777E-09
84.47244;0.000212987;1.06708E-06;5.96152E-07;2.56065E-07;1.44595E-07;9.28517E-08;6.46567E-08;4.76085E-08;3.65164E-08;2.88955E-08;2.34339E-08;1.91775E-08;1.61391E-08;1.37691E-08;1.1885E-08;1.02756E-08;9.11487E-09;8.02076E-09;7.16256E-09;6.43542E-09;5.81396E-09;5.27864E-09;4.81424E-09;4.38956E-09;4.03589E-09;3.72335E-09;3.44576E-09;3.19808E-09;2.97616E-09
84.570096;0.000212872;1.05204E-06;5.91993E-07;2.54207E-07;1.43545E-07;9.21776E-08;6.41878E-08;4.72635E-08;3.62521E-08;2.86865E-08;2.32645E-08;1.90387E-08;1.60222E-08;1.36693E-08;1.17987E-08;1.02007E-08;9.04858E-09;7.96225E-09;7.1103E-09;6.38846E-09;5.77154E-09;5.24014E-09;4.77915E-09;4.35769E-09;4.00662E-09;3.69636E-09;3.42081E-09;3.17494E-09;2.95463E-09
84.667752;0.000212754;1.03731E-06;5.87856E-07;2.52355E-07;1.42499E-07;9.15061E-08;6.37206E-08;4.692E-08;3.59889E-08;2.84783E-08;2.30958E-08;1.89005E-08;1.59058E-08;1.35699E-08;1.17128E-08;1.01261E-08;8.98255E-09;7.90395E-09;7.05823E-09;6.34167E-09;5.72928E-09;5.20179E-09;4.74419E-09;4.32595E-09;3.97746E-09;3.66948E-09;3.39595E-09;3.15189E-09;2.93319E-09
84.765408;0.000212632;1.02289E-06;5.83741E-07;2.50511E-07;1.41456E-07;9.08372E-08;6.32553E-08;4.65777E-08;3.57266E-08;2.8271E-08;2.29277E-08;1.87628E-08;1.57899E-08;1.34708E-08;1.16272E-08;1.00518E-08;8.91677E-09;7.84587E-09;7.00635E-09;6.29506E-09;5.68718E-09;5.16358E-09;4.70936E-09;4.29433E-09;3.94841E-09;3.64271E-09;3.37119E-09;3.12892E-09;2.91183E-09
84.863064;0.000212507;1.00876E-06;5.79648E-07;2.48673E-07;1.40418E-07;9.01708E-08;6.27918E-08;4.62368E-08;3.54654E-08;2.80644E-08;2.27603E-08;1.86257E-08;1.56744E-08;1.33722E-08;1.1542E-08;9.97772E-09;8.85124E-09;7.78801E-09;6.95467E-09;6.24863E-09;5.64524E-09;5.12551E-09;4.67466E-09;4.26283E-09;3.91948E-09;3.61604E-09;3.34653E-09;3.10605E-09;2.89055E-09
84.96072;0.000212378;9.94928E-07;5.75576E-07;2.46843E-07;1.39384E-07;8.9507E-08;6.23301E-08;4.58973E-08;3.52052E-08;2.78587E-08;2.25936E-08;1.84891E-08;1.55593E-08;1.32739E-08;1.14571E-08;9.90396E-09;8.78596E-09;7.73037E-09;6.90318E-09;6.20237E-09;5.60345E-09;5.08759E-09;4.6401E-09;4.23145E-09;3.89066E-09;3.58948E-09;3.32197E-09;3.08327E-09;2.86936E-09
85.058376;0.000212246;9.81386E-07;5.71526E-07;2.4502E-07;1.38353E-07;8.88459E-08;6.18703E-08;4.55591E-08;3.49461E-08;2.76539E-08;2.24275E-08;1.83531E-08;1.54447E-08;1.31761E-08;1.13725E-08;9.83048E-09;8.72094E-09;7.67295E-09;6.85189E-09;6.15628E-09;5.56182E-09;5.04981E-09;4.60567E-09;4.2002E-09;3.86195E-09;3.56302E-09;3.2975E-09;3.06058E-09;2.84826E-09
85.156032;0.00021211;9.68132E-07;5.67496E-07;2.43204E-07;1.37327E-07;8.81873E-08;6.14122E-08;4.52222E-08;3.4688E-08;2.74498E-08;2.22621E-08;1.82176E-08;1.53306E-08;1.30786E-08;1.12882E-08;9.75729E-09;8.65617E-09;7.61574E-09;6.80079E-09;6.11037E-09;5.52036E-09;5.01218E-09;4.57136E-09;4.16907E-09;3.83336E-09;3.53666E-09;3.27313E-09;3.03798E-09;2.82724E-09
85.253688;0.000211971;9.5516E-07;5.63488E-07;2.41395E-07;1.36305E-07;8.75313E-08;6.0956E-08;4.48867E-08;3.4431E-08;2.72466E-08;2.20974E-08;1.80827E-08;1.52169E-08;1.29815E-08;1.12043E-08;9.68438E-09;8.59165E-09;7.55876E-09;6.74989E-09;6.06463E-09;5.47905E-09;4.97469E-09;4.53719E-09;4.13806E-09;3.80488E-09;3.51042E-09;3.24886E-09;3.01547E-09;2.8063E-09
85.351344;0.000211829;9.42468E-07;5.595E-07;2.39593E-07;1.35286E-07;8.68779E-08;6.05015E-08;4.45525E-08;3.4175E-08;2.70442E-08;2.19333E-08;1.79483E-08;1.51037E-08;1.28848E-08;1.11207E-08;9.61174E-09;8.52738E-09;7.50199E-09;6.69918E-09;6.01907E-09;5.43789E-09;4.93735E-09;4.50316E-09;4.10717E-09;3.77651E-09;3.48427E-09;3.22469E-09;2.99305E-09;2.78545E-09
85.449;0.000211683;9.30052E-07;5.55532E-07;2.37798E-07;1.34272E-07;8.62271E-08;6.00489E-08;4.42197E-08;3.392E-08;2.68426E-08;2.177E-08;1.78144E-08;1.49909E-08;1.27884E-08;1.10375E-08;9.53939E-09;8.46337E-09;7.44544E-09;6.64866E-09;5.97369E-09;5.3969E-09;4.90014E-09;4.46925E-09;4.07641E-09;3.74826E-09;3.45824E-09;3.20062E-09;2.97072E-09;2.76469E-09
85.546656;0.000211534;9.17907E-07;5.51585E-07;2.3601E-07;1.33262E-07;8.55788E-08;5.95981E-08;4.38882E-08;3.3666E-08;2.66418E-08;2.16072E-08;1.76811E-08;1.48786E-08;1.26925E-08;1.09546E-08;9.46732E-09;8.39961E-09;7.38911E-09;6.59835E-09;5.92848E-09;5.35607E-09;4.86309E-09;4.43548E-09;4.04577E-09;3.72012E-09;3.4323E-09;3.17664E-09;2.94849E-09;2.74401E-09
85.644312;0.000211382;9.0603E-07;5.47658E-07;2.34229E-07;1.32255E-07;8.49332E-08;5.91492E-08;4.35581E-08;3.34132E-08;2.64419E-08;2.14452E-08;1.75484E-08;1.47668E-08;1.2597E-08;1.0872E-08;9.39554E-09;8.3361E-09;7.33299E-09;6.54822E-09;5.88344E-09;5.31539E-09;4.82618E-09;4.40184E-09;4.01526E-09;3.6921E-09;3.40648E-09;3.15276E-09;2.92634E-09;2.72342E-09
85.741968;0.000211226;8.94417E-07;5.43751E-07;2.32455E-07;1.31253E-07;8.42902E-08;5.8702E-08;4.32294E-08;3.31613E-08;2.62428E-08;2.12839E-08;1.74162E-08;1.46554E-08;1.25018E-08;1.07897E-08;9.32403E-09;8.27285E-09;7.2771E-09;6.49829E-09;5.83858E-09;5.27487E-09;4.78941E-09;4.36833E-09;3.98487E-09;3.66419E-09;3.38076E-09;3.12898E-09;2.90429E-09;2.70291E-09
85.839624;0.000211066;8.83064E-07;5.39864E-07;2.30688E-07;1.30255E-07;8.36498E-08;5.82567E-08;4.29019E-08;3.29105E-08;2.60446E-08;2.11232E-08;1.72845E-08;1.45445E-08;1.24071E-08;1.07078E-08;9.25281E-09;8.20984E-09;7.22142E-09;6.44856E-09;5.7939E-09;5.23452E-09;4.75278E-09;4.33495E-09;3.9546E-09;3.63639E-09;3.35514E-09;3.1053E-09;2.88233E-09;2.68249E-09
85.93728;0.000210904;8.71968E-07;5.35996E-07;2.28929E-07;1.2926E-07;8.30119E-08;5.78132E-08;4.25759E-08;3.26607E-08;2.58471E-08;2.09632E-08;1.71534E-08;1.4434E-08;1.23127E-08;1.06263E-08;9.18187E-09;8.1471E-09;7.16597E-09;6.39902E-09;5.74939E-09;5.19431E-09;4.7163E-09;4.3017E-09;3.92445E-09;3.60871E-09;3.32963E-09;3.08172E-09;2.86046E-09;2.66215E-09
86.034936;0.000210738;8.61124E-07;5.32147E-07;2.27176E-07;1.2827E-07;8.23767E-08;5.73715E-08;4.22512E-08;3.2412E-08;2.56505E-08;2.08038E-08;1.70228E-08;1.4324E-08;1.22187E-08;1.0545E-08;9.11121E-09;8.0846E-09;7.11073E-09;6.34968E-09;5.70505E-09;5.15427E-09;4.67997E-09;4.26859E-09;3.89443E-09;3.58114E-09;3.30423E-09;3.05823E-09;2.83869E-09;2.6419E-09
86.132592;0.000210568;8.50529E-07;5.28317E-07;2.25431E-07;1.27284E-07;8.17441E-08;5.69317E-08;4.19278E-08;3.21644E-08;2.54548E-08;2.06452E-08;1.68928E-08;1.42145E-08;1.21251E-08;1.04641E-08;9.04084E-09;8.02236E-09;7.05571E-09;6.30053E-09;5.66089E-09;5.11439E-09;4.64378E-09;4.23561E-09;3.86453E-09;3.55369E-09;3.27893E-09;3.03485E-09;2.817E-09;2.62173E-09
86.230248;0.000210396;8.40179E-07;5.24507E-07;2.23693E-07;1.26302E-07;8.11141E-08;5.64937E-08;4.16059E-08;3.19178E-08;2.52599E-08;2.04872E-08;1.67634E-08;1.41054E-08;1.20319E-08;1.03835E-08;8.97074E-09;7.96038E-09;7.00091E-09;6.25158E-09;5.61691E-09;5.07466E-09;4.60773E-09;4.20276E-09;3.83476E-09;3.52635E-09;3.25374E-09;3.01156E-09;2.79541E-09;2.60166E-09
86.327904;0.00021022;8.30071E-07;5.20715E-07;2.21961E-07;1.25324E-07;8.04867E-08;5.60575E-08;4.12852E-08;3.16722E-08;2.50658E-08;2.03299E-08;1.66345E-08;1.39968E-08;1.19391E-08;1.03033E-08;8.90093E-09;7.89865E-09;6.94633E-09;6.20282E-09;5.5731E-09;5.0351E-09;4.57183E-09;4.17004E-09;3.80511E-09;3.49913E-09;3.22866E-09;2.98837E-09;2.77391E-09;2.58166E-09
86.42556;0.00021004;8.202E-07;5.16941E-07;2.20237E-07;1.2435E-07;7.98619E-08;5.56232E-08;4.0966E-08;3.14277E-08;2.48725E-08;2.01733E-08;1.65062E-08;1.38886E-08;1.18467E-08;1.02234E-08;8.8314E-09;7.83717E-09;6.89196E-09;6.15426E-09;5.52947E-09;4.99569E-09;4.53607E-09;4.13746E-09;3.77558E-09;3.47202E-09;3.20368E-09;2.96529E-09;2.7525E-09;2.56176E-09
86.523216;0.000209858;8.10562E-07;5.13186E-07;2.1852E-07;1.2338E-07;7.92397E-08;5.51907E-08;4.0648E-08;3.11842E-08;2.46801E-08;2.00174E-08;1.63784E-08;1.37809E-08;1.17547E-08;1.01439E-08;8.76215E-09;7.77595E-09;6.83782E-09;6.10589E-09;5.48601E-09;4.95644E-09;4.50045E-09;4.105E-09;3.74618E-09;3.44502E-09;3.17881E-09;2.9423E-09;2.73118E-09;2.54193E-09
86.620872;0.000209672;8.01155E-07;5.09449E-07;2.1681E-07;1.22414E-07;7.86201E-08;5.476E-08;4.03315E-08;3.09418E-08;2.44885E-08;1.98621E-08;1.62511E-08;1.36737E-08;1.16631E-08;1.00646E-08;8.69319E-09;7.71497E-09;6.78389E-09;6.05771E-09;5.44272E-09;4.91735E-09;4.46498E-09;4.07268E-09;3.7169E-09;3.41814E-09;3.15404E-09;2.9194E-09;2.70996E-09;2.5222E-09
86.718528;0.000209483;7.91974E-07;5.0573E-07;2.15107E-07;1.21451E-07;7.80031E-08;5.43311E-08;4.00163E-08;3.07005E-08;2.42978E-08;1.97076E-08;1.61245E-08;1.3567E-08;1.15718E-08;9.98574E-09;8.6245E-09;7.65426E-09;6.73018E-09;6.00973E-09;5.39961E-09;4.87842E-09;4.42966E-09;4.04049E-09;3.68775E-09;3.39138E-09;3.12939E-09;2.89661E-09;2.68883E-09;2.50255E-09
86.816184;0.00020929;7.83016E-07;5.02028E-07;2.13412E-07;1.20493E-07;7.73887E-08;5.39041E-08;3.97025E-08;3.04602E-08;2.41079E-08;1.95537E-08;1.59983E-08;1.34607E-08;1.1481E-08;9.90718E-09;8.5561E-09;7.5938E-09;6.67669E-09;5.96195E-09;5.35668E-09;4.83964E-09;4.39448E-09;4.00844E-09;3.65872E-09;3.36473E-09;3.10483E-09;2.87392E-09;2.66779E-09;2.48299E-09
86.91384;0.000209094;7.74276E-07;4.98344E-07;2.11723E-07;1.19539E-07;7.67769E-08;5.34789E-08;3.939E-08;3.02209E-08;2.39188E-08;1.94005E-08;1.58728E-08;1.33548E-08;1.13906E-08;9.82897E-09;8.48798E-09;7.53359E-09;6.62342E-09;5.91436E-09;5.31392E-09;4.80102E-09;4.35944E-09;3.97651E-09;3.62981E-09;3.33819E-09;3.08039E-09;2.85133E-09;2.64684E-09;2.46351E-09
87.011496;0.000208895;7.65752E-07;4.94677E-07;2.10041E-07;1.1859E-07;7.61678E-08;5.30556E-08;3.9079E-08;2.99827E-08;2.37306E-08;1.9248E-08;1.57477E-08;1.32495E-08;1.13005E-08;9.75109E-09;8.42014E-09;7.47363E-09;6.57036E-09;5.86696E-09;5.27134E-09;4.76257E-09;4.32455E-09;3.94472E-09;3.60103E-09;3.31177E-09;3.05605E-09;2.82883E-09;2.62599E-09;2.44412E-09
87.109152;0.000208693;7.57439E-07;4.91028E-07;2.08367E-07;1.17644E-07;7.55612E-08;5.26341E-08;3.87692E-08;2.97456E-08;2.35432E-08;1.90961E-08;1.56233E-08;1.31446E-08;1.12108E-08;9.67355E-09;8.35258E-09;7.41393E-09;6.51753E-09;5.81976E-09;5.22893E-09;4.72426E-09;4.2898E-09;3.91306E-09;3.57237E-09;3.28546E-09;3.03182E-09;2.80644E-09;2.60523E-09;2.42482E-09
87.206808;0.000208488;7.49334E-07;4.87395E-07;2.06699E-07;1.16702E-07;7.49573E-08;5.22144E-08;3.84609E-08;2.95095E-08;2.33566E-08;1.8945E-08;1.54994E-08;1.30401E-08;1.11216E-08;9.59634E-09;8.28531E-09;7.35449E-09;6.46491E-09;5.77275E-09;5.18669E-09;4.68612E-09;4.25519E-09;3.88153E-09;3.54384E-09;3.25927E-09;3.0077E-09;2.78414E-09;2.58456E-09;2.40561E-09
87.304464;0.000208279;7.41434E-07;4.83779E-07;2.05039E-07;1.15764E-07;7.4356E-08;5.17966E-08;3.81539E-08;2.92745E-08;2.31709E-08;1.87945E-08;1.5376E-08;1.29361E-08;1.10327E-08;9.51947E-09;8.21831E-09;7.29529E-09;6.4125E-09;5.72594E-09;5.14463E-09;4.64814E-09;4.22073E-09;3.85013E-09;3.51543E-09;3.2332E-09;2.98368E-09;2.76195E-09;2.56399E-09;2.38648E-09
87.40212;0.000208067;7.33734E-07;4.8018E-07;2.03385E-07;1.1483E-07;7.37573E-08;5.13806E-08;3.78482E-08;2.90405E-08;2.2986E-08;1.86447E-08;1.52532E-08;1.28326E-08;1.09442E-08;9.44294E-09;8.1516E-09;7.23636E-09;6.36032E-09;5.67932E-09;5.10274E-09;4.61031E-09;4.18641E-09;3.81886E-09;3.48715E-09;3.20724E-09;2.95977E-09;2.73985E-09;2.5435E-09;2.36744E-09
