Time(ps);Dl = 0;Dl = 1;Dl = 2;Dl = 3;Dl = 4;Dl = 5;Dl = 6;Dl = 7;Dl = 8;Dl = 9;Dl = 10;Dl = 11;Dl = 12;Dl = 13;Dl = 14;Dl = 15;Dl = 16;Dl = 17;Dl = 18;Dl = 19;Dl = 20;Dl = 21;Dl = 22;Dl = 23;Dl = 24;Dl = 25;Dl = 26;Dl = 27;Dl = 28
35.839752;1.37961E-05;6.48042E-06;1.63156E-06;6.38871E-07;3.54943E-07;2.2632E-07;1.56989E-07;1.15319E-07;8.83108E-08;6.98029E-08;5.65653E-08;4.62745E-08;3.89354E-08;3.3215E-08;2.86697E-08;2.48045E-08;2.19899E-08;1.93608E-08;1.72882E-08;1.55318E-08;1.40302E-08;1.27365E-08;1.1614E-08;1.058E-08;9.72529E-09;8.97021E-09;8.29986E-09;7.702E-09;7.16656E-09
35.937408;1.40151E-05;6.56217E-06;1.64515E-06;6.43957E-07;3.57765E-07;2.28119E-07;1.58236E-07;1.16235E-07;8.90119E-08;7.03571E-08;5.70143E-08;4.66418E-08;3.92444E-08;3.34786E-08;2.88972E-08;2.50014E-08;2.21644E-08;1.95144E-08;1.74254E-08;1.5655E-08;1.41416E-08;1.28376E-08;1.17062E-08;1.0664E-08;9.80247E-09;9.0414E-09;8.36573E-09;7.76313E-09;7.22343E-09
36.035064;1.42366E-05;6.6444E-06;1.6587E-06;6.49033E-07;3.60582E-07;2.29914E-07;1.59481E-07;1.17149E-07;8.97119E-08;7.09103E-08;5.74626E-08;4.70085E-08;3.9553E-08;3.37418E-08;2.91244E-08;2.51979E-08;2.23386E-08;1.96678E-08;1.75624E-08;1.57781E-08;1.42527E-08;1.29385E-08;1.17982E-08;1.07478E-08;9.87953E-09;9.11248E-09;8.43149E-09;7.82415E-09;7.28021E-09
36.13272;1.44606E-05;6.72712E-06;1.67222E-06;6.54098E-07;3.63393E-07;2.31705E-07;1.60724E-07;1.18062E-07;9.04106E-08;7.14625E-08;5.79101E-08;4.73746E-08;3.9861E-08;3.40045E-08;2.93512E-08;2.53942E-08;2.25126E-08;1.9821E-08;1.76991E-08;1.59009E-08;1.43637E-08;1.30393E-08;1.18901E-08;1.08315E-08;9.95645E-09;9.18343E-09;8.49714E-09;7.88507E-09;7.3369E-09
36.230376;1.46872E-05;6.81032E-06;1.6857E-06;6.59152E-07;3.66199E-07;2.33494E-07;1.61964E-07;1.18973E-07;9.1108E-08;7.20137E-08;5.83567E-08;4.774E-08;4.01684E-08;3.42668E-08;2.95775E-08;2.559E-08;2.26862E-08;1.99738E-08;1.78356E-08;1.60236E-08;1.44745E-08;1.31398E-08;1.19818E-08;1.0915E-08;1.00332E-08;9.25424E-09;8.56266E-09;7.94588E-09;7.39347E-09
36.328032;1.49162E-05;6.89398E-06;1.69914E-06;6.64193E-07;3.68999E-07;2.35278E-07;1.63201E-07;1.19882E-07;9.1804E-08;7.25638E-08;5.88025E-08;4.81046E-08;4.04752E-08;3.45285E-08;2.98034E-08;2.57854E-08;2.28594E-08;2.01264E-08;1.79719E-08;1.61459E-08;1.4585E-08;1.32402E-08;1.20733E-08;1.09984E-08;1.01099E-08;9.32492E-09;8.62806E-09;8.00656E-09;7.44994E-09
36.425688;1.51479E-05;6.9781E-06;1.71254E-06;6.69221E-07;3.71791E-07;2.37058E-07;1.64436E-07;1.20788E-07;9.24984E-08;7.31127E-08;5.92473E-08;4.84685E-08;4.07813E-08;3.47897E-08;3.00288E-08;2.59805E-08;2.30323E-08;2.02786E-08;1.81078E-08;1.62681E-08;1.46953E-08;1.33403E-08;1.21646E-08;1.10815E-08;1.01863E-08;9.39544E-09;8.69331E-09;8.06711E-09;7.50628E-09
36.523344;1.53821E-05;7.06268E-06;1.72589E-06;6.74235E-07;3.74577E-07;2.38834E-07;1.65668E-07;1.21693E-07;9.31913E-08;7.36603E-08;5.9691E-08;4.88315E-08;4.10868E-08;3.50502E-08;3.02537E-08;2.6175E-08;2.32048E-08;2.04305E-08;1.82434E-08;1.63899E-08;1.48054E-08;1.34402E-08;1.22557E-08;1.11645E-08;1.02626E-08;9.46581E-09;8.75842E-09;8.12753E-09;7.5625E-09
36.621;1.56189E-05;7.14771E-06;1.73919E-06;6.79235E-07;3.77356E-07;2.40606E-07;1.66896E-07;1.22596E-07;9.38824E-08;7.42066E-08;6.01337E-08;4.91936E-08;4.13915E-08;3.53101E-08;3.04781E-08;2.63691E-08;2.33769E-08;2.0582E-08;1.83787E-08;1.65114E-08;1.49152E-08;1.35399E-08;1.23466E-08;1.12473E-08;1.03387E-08;9.53601E-09;8.82337E-09;8.1878E-09;7.61858E-09
36.718656;1.58583E-05;7.23318E-06;1.75244E-06;6.84219E-07;3.80127E-07;2.42373E-07;1.68122E-07;1.23496E-07;9.45718E-08;7.47515E-08;6.05752E-08;4.95548E-08;4.16954E-08;3.55694E-08;3.07019E-08;2.65628E-08;2.35486E-08;2.07331E-08;1.85136E-08;1.66327E-08;1.50247E-08;1.36393E-08;1.24372E-08;1.13299E-08;1.04146E-08;9.60602E-09;8.88815E-09;8.24792E-09;7.67452E-09
36.816312;1.61003E-05;7.31908E-06;1.76563E-06;6.89188E-07;3.8289E-07;2.44135E-07;1.69344E-07;1.24394E-07;9.52593E-08;7.52949E-08;6.10156E-08;4.99151E-08;4.19985E-08;3.5828E-08;3.09251E-08;2.67559E-08;2.37198E-08;2.08838E-08;1.86482E-08;1.67536E-08;1.51339E-08;1.37385E-08;1.25276E-08;1.14123E-08;1.04903E-08;9.67585E-09;8.95277E-09;8.30788E-09;7.73031E-09
36.913968;0.000016345;7.4054E-06;1.77877E-06;6.94141E-07;3.85644E-07;2.45891E-07;1.70563E-07;1.25289E-07;9.59448E-08;7.58367E-08;6.14547E-08;5.02743E-08;4.23007E-08;3.60858E-08;3.11476E-08;2.69484E-08;2.38905E-08;2.10341E-08;1.87824E-08;1.68742E-08;1.52428E-08;1.38373E-08;1.26178E-08;1.14944E-08;1.05658E-08;9.74549E-09;9.0172E-09;8.36767E-09;7.78594E-09
37.011624;1.65922E-05;7.49215E-06;1.79186E-06;6.99077E-07;3.8839E-07;2.47643E-07;1.71778E-07;1.26181E-07;9.66283E-08;7.6377E-08;6.18925E-08;5.06324E-08;4.26021E-08;3.63429E-08;3.13695E-08;2.71404E-08;2.40607E-08;2.11839E-08;1.89162E-08;1.69944E-08;1.53514E-08;1.39359E-08;1.27077E-08;1.15763E-08;1.06411E-08;9.81492E-09;9.08144E-09;8.42728E-09;7.84141E-09
37.10928;1.68421E-05;7.5793E-06;1.80488E-06;7.03994E-07;3.91127E-07;2.49388E-07;1.72989E-07;1.27071E-07;9.73096E-08;7.69156E-08;6.23289E-08;5.09895E-08;4.29025E-08;3.65992E-08;3.15907E-08;2.73318E-08;2.42303E-08;2.13333E-08;1.90496E-08;1.71142E-08;1.54597E-08;1.40342E-08;1.27973E-08;1.16579E-08;1.07161E-08;9.88414E-09;9.14548E-09;8.48672E-09;7.89671E-09
37.206936;1.70946E-05;7.66685E-06;1.81784E-06;7.08894E-07;3.93854E-07;2.51128E-07;1.74196E-07;1.27958E-07;9.79887E-08;7.74524E-08;6.27639E-08;5.13454E-08;4.3202E-08;3.68546E-08;3.18112E-08;2.75226E-08;2.43995E-08;2.14822E-08;1.91826E-08;1.72337E-08;1.55676E-08;1.41322E-08;1.28866E-08;1.17393E-08;1.07909E-08;9.95313E-09;9.20932E-09;8.54596E-09;7.95184E-09
37.304592;1.73498E-05;7.7548E-06;1.83074E-06;7.13774E-07;3.96571E-07;2.52862E-07;1.75399E-07;1.28842E-07;9.86655E-08;7.79873E-08;6.31975E-08;5.17E-08;4.35004E-08;3.71092E-08;3.2031E-08;2.77127E-08;2.4568E-08;2.16307E-08;1.93151E-08;1.73527E-08;1.56752E-08;1.42298E-08;1.29757E-08;1.18204E-08;1.08655E-08;1.00219E-08;9.27294E-09;8.605E-09;8.00677E-09
37.402248;1.76076E-05;7.84313E-06;1.84357E-06;7.18635E-07;3.99278E-07;2.54589E-07;1.76597E-07;1.29722E-07;9.93399E-08;7.85204E-08;6.36295E-08;5.20535E-08;4.37978E-08;3.73629E-08;3.225E-08;2.79022E-08;2.4736E-08;2.17785E-08;1.94472E-08;1.74714E-08;1.57823E-08;1.43271E-08;1.30644E-08;1.19012E-08;1.09398E-08;1.00904E-08;9.33635E-09;8.66383E-09;8.06152E-09
37.499904;1.78681E-05;7.93184E-06;1.85634E-06;7.23475E-07;4.01975E-07;2.5631E-07;1.77791E-07;1.30599E-07;1.00012E-07;7.90516E-08;6.40599E-08;5.24056E-08;4.40941E-08;3.76157E-08;3.24682E-08;2.80909E-08;2.49033E-08;2.19259E-08;1.95787E-08;1.75896E-08;1.58891E-08;1.4424E-08;1.31528E-08;1.19818E-08;1.10138E-08;1.01587E-08;9.39952E-09;8.72245E-09;8.11606E-09
37.59756;1.81313E-05;8.02091E-06;1.86903E-06;7.28294E-07;4.0466E-07;2.58024E-07;1.78981E-07;1.31473E-07;1.00681E-07;7.95807E-08;6.44887E-08;5.27564E-08;4.43892E-08;3.78675E-08;3.26855E-08;2.8279E-08;2.50701E-08;2.20727E-08;1.97098E-08;1.77074E-08;1.59955E-08;1.45206E-08;1.32408E-08;1.2062E-08;1.10875E-08;1.02267E-08;9.46245E-09;8.78085E-09;8.1704E-09
37.695216;1.83972E-05;8.11034E-06;1.88165E-06;7.33092E-07;4.07335E-07;2.59731E-07;1.80165E-07;1.32344E-07;1.01348E-07;8.01077E-08;6.49158E-08;5.31058E-08;4.46833E-08;3.81183E-08;3.2902E-08;2.84663E-08;2.52361E-08;2.22189E-08;1.98404E-08;1.78247E-08;1.61015E-08;1.46168E-08;1.33286E-08;1.21419E-08;1.1161E-08;1.02945E-08;9.52513E-09;8.83902E-09;8.22453E-09
37.792872;1.86658E-05;8.20012E-06;1.89419E-06;7.37867E-07;4.09998E-07;2.6143E-07;1.81345E-07;1.33211E-07;1.02012E-07;8.06325E-08;6.53412E-08;5.34538E-08;4.49761E-08;3.83681E-08;3.31177E-08;2.86529E-08;2.54015E-08;2.23645E-08;1.99704E-08;1.79415E-08;1.6207E-08;1.47126E-08;1.34159E-08;1.22215E-08;1.12341E-08;1.03619E-08;9.58757E-09;8.89696E-09;8.27844E-09
37.890528;1.89371E-05;8.29024E-06;1.90666E-06;7.4262E-07;4.12649E-07;2.63123E-07;1.8252E-07;1.34074E-07;1.02673E-07;8.11551E-08;6.57647E-08;5.38003E-08;4.52676E-08;3.86169E-08;3.33324E-08;2.88386E-08;2.55662E-08;2.25095E-08;2.00999E-08;1.80578E-08;1.63121E-08;1.4808E-08;1.35029E-08;1.23007E-08;1.1307E-08;1.04291E-08;9.64974E-09;8.95465E-09;8.33212E-09
37.988184;1.92111E-05;8.38069E-06;1.91905E-06;7.47349E-07;4.15287E-07;2.64807E-07;1.83689E-07;1.34933E-07;1.03331E-07;8.16755E-08;6.61864E-08;5.41453E-08;4.55579E-08;3.88646E-08;3.35461E-08;2.90236E-08;2.57302E-08;2.26539E-08;2.02288E-08;1.81736E-08;1.64167E-08;1.4903E-08;1.35895E-08;1.23796E-08;1.13795E-08;1.0496E-08;9.71164E-09;9.01209E-09;8.38557E-09
38.08584;1.94878E-05;8.47146E-06;1.93136E-06;7.52054E-07;4.17913E-07;2.66484E-07;1.84853E-07;1.35788E-07;1.03986E-07;8.21934E-08;6.66062E-08;5.44888E-08;4.58469E-08;3.91111E-08;3.3759E-08;2.92077E-08;2.58934E-08;2.27976E-08;2.03572E-08;1.82889E-08;1.65209E-08;1.49975E-08;1.36757E-08;1.24582E-08;1.14517E-08;1.05626E-08;9.77326E-09;9.06927E-09;8.43877E-09
38.183496;1.97673E-05;8.56254E-06;1.94358E-06;7.56734E-07;4.20526E-07;2.68153E-07;1.86011E-07;1.3664E-07;1.04638E-07;8.2709E-08;6.7024E-08;5.48306E-08;4.61346E-08;3.93565E-08;3.39708E-08;2.9391E-08;2.60559E-08;2.29407E-08;2.04849E-08;1.84037E-08;1.66245E-08;1.50916E-08;1.37616E-08;1.25363E-08;1.15236E-08;1.06289E-08;9.83459E-09;9.12619E-09;8.49174E-09
38.281152;2.00495E-05;8.65393E-06;1.95572E-06;7.61389E-07;4.23126E-07;2.69814E-07;1.87164E-07;1.37487E-07;1.05287E-07;8.3222E-08;6.74398E-08;5.51708E-08;4.64209E-08;3.96007E-08;3.41816E-08;2.95734E-08;2.62176E-08;2.30831E-08;2.06121E-08;1.85179E-08;1.67277E-08;1.51853E-08;1.3847E-08;1.26142E-08;1.15951E-08;1.06949E-08;9.89564E-09;9.18284E-09;8.54445E-09
38.378808;2.03345E-05;8.7456E-06;1.96777E-06;7.66018E-07;4.25712E-07;2.71466E-07;1.88311E-07;1.3833E-07;1.05933E-07;8.37325E-08;6.78536E-08;5.55093E-08;4.67057E-08;3.98437E-08;3.43914E-08;2.97549E-08;2.63785E-08;2.32247E-08;2.07386E-08;1.86316E-08;1.68304E-08;1.52785E-08;1.3932E-08;1.26916E-08;1.16663E-08;1.07605E-08;9.95638E-09;9.23921E-09;8.5969E-09
38.476464;2.06222E-05;8.83756E-06;1.97973E-06;7.7062E-07;4.28284E-07;2.73109E-07;1.89452E-07;1.39168E-07;1.06575E-07;8.42404E-08;6.82652E-08;5.58461E-08;4.69891E-08;4.00855E-08;3.46001E-08;2.99355E-08;2.65386E-08;2.33657E-08;2.08644E-08;1.87447E-08;1.69325E-08;1.53713E-08;1.40165E-08;1.27686E-08;1.17371E-08;1.08258E-08;1.00168E-08;9.29529E-09;8.64908E-09
38.57412;2.09126E-05;8.92978E-06;1.9916E-06;7.75196E-07;4.30842E-07;2.74743E-07;1.90587E-07;1.40002E-07;1.07214E-07;8.47456E-08;6.86747E-08;5.61812E-08;4.7271E-08;4.0326E-08;3.48077E-08;3.01151E-08;2.66979E-08;2.35059E-08;2.09897E-08;1.88572E-08;1.70342E-08;1.54635E-08;1.41007E-08;1.28453E-08;1.18076E-08;1.08908E-08;1.00769E-08;9.35108E-09;8.70099E-09
38.671776;2.12059E-05;9.02227E-06;2.00338E-06;7.79743E-07;4.33386E-07;2.76369E-07;1.91716E-07;1.40832E-07;1.0785E-07;8.52481E-08;6.90819E-08;5.65144E-08;4.75514E-08;4.05652E-08;3.50142E-08;3.02938E-08;2.68563E-08;2.36454E-08;2.11142E-08;1.89691E-08;1.71352E-08;1.55553E-08;1.41843E-08;1.29215E-08;1.18776E-08;1.09554E-08;1.01367E-08;9.40657E-09;8.75262E-09
38.769432;2.15019E-05;9.11501E-06;2.01506E-06;7.84263E-07;4.35914E-07;2.77985E-07;1.92838E-07;1.41657E-07;1.08482E-07;8.57478E-08;6.94869E-08;5.68457E-08;4.78303E-08;4.08031E-08;3.52195E-08;3.04715E-08;2.70138E-08;2.37841E-08;2.1238E-08;1.90803E-08;1.72358E-08;1.56465E-08;1.42675E-08;1.29973E-08;1.19473E-08;1.10197E-08;1.01962E-08;9.46175E-09;8.80397E-09
38.867088;2.18006E-05;9.20799E-06;2.02665E-06;7.88754E-07;4.38428E-07;2.79592E-07;1.93954E-07;1.42477E-07;1.0911E-07;8.62446E-08;6.98896E-08;5.71752E-08;4.81075E-08;4.10397E-08;3.54237E-08;3.06481E-08;2.71704E-08;2.3922E-08;2.13612E-08;1.9191E-08;1.73357E-08;1.57372E-08;1.43503E-08;1.30726E-08;1.20166E-08;1.10836E-08;1.02553E-08;9.51662E-09;8.85503E-09
38.964744;2.21022E-05;9.3012E-06;2.03814E-06;7.93215E-07;4.40926E-07;2.81188E-07;1.95063E-07;1.43292E-07;1.09735E-07;8.67385E-08;7.02899E-08;5.75027E-08;4.83831E-08;4.12748E-08;3.56267E-08;3.08238E-08;2.73261E-08;2.40591E-08;2.14836E-08;1.9301E-08;1.74351E-08;1.58274E-08;1.44325E-08;1.31476E-08;1.20855E-08;1.11471E-08;1.03141E-08;9.57117E-09;8.90579E-09
39.0624;2.24065E-05;9.39462E-06;2.04952E-06;7.97647E-07;4.43408E-07;2.82775E-07;1.96165E-07;1.44103E-07;1.10356E-07;8.72294E-08;7.06878E-08;5.78283E-08;4.86571E-08;4.15086E-08;3.58285E-08;3.09983E-08;2.74809E-08;2.41953E-08;2.16053E-08;1.94103E-08;1.75338E-08;1.59171E-08;1.45143E-08;1.32221E-08;1.21539E-08;1.12103E-08;1.03725E-08;9.6254E-09;8.95624E-09
39.160056;2.27137E-05;9.48826E-06;2.06081E-06;8.02048E-07;4.45874E-07;2.84352E-07;1.97261E-07;1.44908E-07;1.10973E-07;8.77173E-08;7.10833E-08;5.81519E-08;4.89294E-08;4.17409E-08;3.6029E-08;3.11718E-08;2.76347E-08;2.43308E-08;2.17263E-08;1.9519E-08;1.7632E-08;1.60062E-08;1.45956E-08;1.32961E-08;1.2222E-08;1.12731E-08;1.04306E-08;9.67929E-09;9.00639E-09
39.257712;2.30236E-05;9.58209E-06;2.07199E-06;8.06419E-07;4.48323E-07;2.85919E-07;1.98349E-07;1.45708E-07;1.11586E-07;8.8202E-08;7.14762E-08;5.84734E-08;4.92E-08;4.19717E-08;3.62283E-08;3.13443E-08;2.77876E-08;2.44654E-08;2.18464E-08;1.96269E-08;1.77295E-08;1.60948E-08;1.46763E-08;1.33696E-08;1.22896E-08;1.13354E-08;1.04883E-08;9.73285E-09;9.05622E-09
39.355368;2.33364E-05;9.6761E-06;2.08306E-06;8.10758E-07;4.50756E-07;2.87475E-07;1.9943E-07;1.46503E-07;1.12195E-07;8.86837E-08;7.18666E-08;5.87928E-08;4.94688E-08;4.22011E-08;3.64263E-08;3.15156E-08;2.79395E-08;2.45991E-08;2.19659E-08;1.97342E-08;1.78264E-08;1.61828E-08;1.47565E-08;1.34427E-08;1.23568E-08;1.13974E-08;1.05457E-08;9.78606E-09;9.10573E-09
39.453024;2.36519E-05;9.77029E-06;2.09403E-06;8.15065E-07;4.53172E-07;2.89021E-07;2.00504E-07;1.47293E-07;1.128E-07;8.91621E-08;7.22544E-08;5.91102E-08;4.97358E-08;4.24289E-08;3.66229E-08;3.16857E-08;2.80903E-08;2.47319E-08;2.20845E-08;1.98408E-08;1.79227E-08;1.62702E-08;1.48362E-08;1.35153E-08;1.24235E-08;1.1459E-08;1.06026E-08;9.83891E-09;9.15492E-09
39.55068;2.39702E-05;9.86464E-06;2.10488E-06;8.19339E-07;4.55571E-07;2.90556E-07;2.01571E-07;1.48077E-07;1.13401E-07;8.96372E-08;7.26396E-08;5.94253E-08;5.0001E-08;4.26552E-08;3.68183E-08;3.18547E-08;2.82402E-08;2.48639E-08;2.22023E-08;1.99466E-08;1.80183E-08;1.6357E-08;1.49154E-08;1.35875E-08;1.24898E-08;1.15201E-08;1.06592E-08;9.89142E-09;9.20377E-09
39.648336;2.42914E-05;9.95914E-06;2.11563E-06;8.23581E-07;4.57953E-07;2.9208E-07;2.0263E-07;1.48856E-07;1.13998E-07;9.01091E-08;7.30221E-08;5.97383E-08;5.02644E-08;4.28799E-08;3.70122E-08;3.20226E-08;2.8389E-08;2.49949E-08;2.23193E-08;2.00518E-08;1.81133E-08;1.64432E-08;1.4994E-08;1.36591E-08;1.25556E-08;1.15808E-08;1.07154E-08;9.94355E-09;9.25228E-09
39.745992;2.46154E-05;1.00538E-05;2.12627E-06;8.27789E-07;4.60316E-07;2.93593E-07;2.03681E-07;1.49629E-07;1.1459E-07;9.05775E-08;7.34018E-08;6.0049E-08;5.05259E-08;4.3103E-08;3.72048E-08;3.21892E-08;2.85367E-08;2.5125E-08;2.24355E-08;2.01561E-08;1.82076E-08;1.65288E-08;1.50721E-08;1.37302E-08;1.2621E-08;1.16411E-08;1.07712E-08;9.99532E-09;9.30045E-09
39.843648;2.49422E-05;1.01486E-05;2.13679E-06;8.31963E-07;4.62661E-07;2.95094E-07;2.04724E-07;1.50396E-07;1.15178E-07;9.10426E-08;7.37788E-08;6.03575E-08;5.07855E-08;4.33245E-08;3.7396E-08;3.23547E-08;2.86834E-08;2.52541E-08;2.25508E-08;2.02598E-08;1.83012E-08;1.66137E-08;1.51495E-08;1.38008E-08;1.26859E-08;1.1701E-08;1.08266E-08;1.00467E-08;9.34827E-09
39.941304;2.52718E-05;1.02434E-05;2.14719E-06;8.36103E-07;4.64989E-07;2.96584E-07;2.0576E-07;1.51158E-07;1.15762E-07;9.15041E-08;7.41529E-08;6.06637E-08;5.10432E-08;4.35443E-08;3.75858E-08;3.25189E-08;2.8829E-08;2.53823E-08;2.26653E-08;2.03626E-08;1.83941E-08;1.66981E-08;1.52265E-08;1.38708E-08;1.27503E-08;1.17604E-08;1.08815E-08;1.00977E-08;9.39574E-09
40.03896;2.56043E-05;1.03384E-05;2.15748E-06;8.40208E-07;4.67297E-07;2.98062E-07;2.06788E-07;1.51914E-07;1.16341E-07;9.19622E-08;7.45242E-08;6.09675E-08;5.12989E-08;4.37625E-08;3.77741E-08;3.26818E-08;2.89735E-08;2.55095E-08;2.27789E-08;2.04647E-08;1.84863E-08;1.67818E-08;1.53028E-08;1.39404E-08;1.28142E-08;1.18193E-08;1.09361E-08;1.01483E-08;9.44284E-09
40.136616;2.59396E-05;1.04335E-05;2.16765E-06;8.44278E-07;4.69587E-07;2.99529E-07;2.07807E-07;1.52663E-07;1.16916E-07;9.24166E-08;7.48927E-08;6.1269E-08;5.15526E-08;4.3979E-08;3.7961E-08;3.28435E-08;2.91168E-08;2.56358E-08;2.28916E-08;2.05659E-08;1.85778E-08;1.68648E-08;1.53785E-08;1.40094E-08;1.28776E-08;1.18778E-08;1.09902E-08;1.01986E-08;9.48958E-09
40.234272;2.62777E-05;1.05287E-05;2.1777E-06;8.48312E-07;4.71857E-07;3.00983E-07;2.08818E-07;1.53407E-07;1.17486E-07;9.28674E-08;7.52581E-08;6.15681E-08;5.18043E-08;4.41937E-08;3.81464E-08;3.3004E-08;2.92591E-08;2.5761E-08;2.30034E-08;2.06664E-08;1.86686E-08;1.69472E-08;1.54537E-08;1.40778E-08;1.29406E-08;1.19359E-08;1.10439E-08;1.02484E-08;9.53596E-09
40.331928;2.66186E-05;1.06239E-05;2.18763E-06;8.5231E-07;4.74109E-07;3.02425E-07;2.09821E-07;1.54145E-07;1.18051E-07;9.33146E-08;7.56206E-08;6.18647E-08;5.20539E-08;4.44067E-08;3.83303E-08;3.31631E-08;2.94001E-08;2.58852E-08;2.31144E-08;2.07661E-08;1.87586E-08;1.7029E-08;1.55282E-08;1.41457E-08;1.3003E-08;1.19934E-08;1.10972E-08;1.02978E-08;9.58195E-09
40.429584;2.69624E-05;1.07192E-05;2.19744E-06;8.56271E-07;4.7634E-07;3.03855E-07;2.10815E-07;1.54876E-07;1.18612E-07;9.3758E-08;7.59801E-08;6.21589E-08;5.23015E-08;4.4618E-08;3.85127E-08;3.33209E-08;2.954E-08;2.60084E-08;2.32244E-08;2.08649E-08;1.88479E-08;1.711E-08;1.56021E-08;1.4213E-08;1.30649E-08;1.20505E-08;1.115E-08;1.03469E-08;9.62757E-09
40.52724;0.000027309;1.08145E-05;2.20712E-06;8.60195E-07;4.78552E-07;3.05273E-07;2.11801E-07;1.55601E-07;1.19167E-07;9.41977E-08;7.63365E-08;6.24506E-08;5.2547E-08;4.48274E-08;3.86935E-08;3.34773E-08;2.96788E-08;2.61305E-08;2.33334E-08;2.09629E-08;1.89364E-08;1.71904E-08;1.56754E-08;1.42798E-08;1.31263E-08;1.21072E-08;1.12024E-08;1.03955E-08;9.6728E-09
40.624896;2.76584E-05;1.09099E-05;2.21668E-06;8.64082E-07;4.80744E-07;3.06678E-07;2.12778E-07;1.5632E-07;1.19719E-07;9.46335E-08;7.66899E-08;6.27397E-08;5.27903E-08;4.5035E-08;3.88727E-08;3.36324E-08;2.98163E-08;2.62516E-08;2.34416E-08;2.10601E-08;1.90242E-08;1.72701E-08;1.57481E-08;1.4346E-08;1.31871E-08;1.21633E-08;1.12543E-08;1.04437E-08;9.71764E-09
40.722552;2.80107E-05;1.10052E-05;2.22611E-06;8.67931E-07;4.82915E-07;3.0807E-07;2.13747E-07;1.57033E-07;1.20265E-07;9.50654E-08;7.70401E-08;6.30263E-08;5.30315E-08;4.52409E-08;3.90504E-08;3.37862E-08;2.99526E-08;2.63717E-08;2.35488E-08;2.11564E-08;1.91112E-08;1.73491E-08;1.58201E-08;1.44116E-08;1.32474E-08;1.22189E-08;1.13058E-08;1.04914E-08;9.76209E-09
40.820208;2.83658E-05;1.11006E-05;2.23541E-06;8.71742E-07;4.85066E-07;3.0945E-07;2.14706E-07;1.57739E-07;1.20806E-07;9.54935E-08;7.73871E-08;6.33103E-08;5.32706E-08;4.54448E-08;3.92265E-08;3.39385E-08;3.00877E-08;2.64906E-08;2.3655E-08;2.12518E-08;1.91974E-08;1.74273E-08;1.58914E-08;1.44766E-08;1.33072E-08;1.2274E-08;1.13568E-08;1.05388E-08;9.80614E-09
40.917864;2.87237E-05;0.000011196;2.24459E-06;8.75514E-07;4.87197E-07;3.10816E-07;2.15657E-07;1.58438E-07;1.21342E-07;9.59176E-08;7.77309E-08;6.35917E-08;5.35074E-08;4.56469E-08;3.94009E-08;3.40895E-08;3.02215E-08;2.66085E-08;2.37602E-08;2.13464E-08;1.92828E-08;1.75049E-08;1.59622E-08;1.45411E-08;1.33664E-08;1.23287E-08;1.14074E-08;1.05857E-08;9.84978E-09
41.01552;2.90845E-05;1.12913E-05;2.25363E-06;8.79247E-07;4.89306E-07;3.12169E-07;2.16598E-07;1.59131E-07;1.21873E-07;9.63377E-08;7.80716E-08;6.38705E-08;5.3742E-08;4.58471E-08;3.95738E-08;3.4239E-08;3.03541E-08;2.67252E-08;2.38645E-08;2.144E-08;1.93674E-08;1.75817E-08;1.60322E-08;1.46049E-08;1.34251E-08;1.23828E-08;1.14574E-08;1.06322E-08;9.89302E-09
41.113176;2.94481E-05;1.13867E-05;2.26255E-06;8.82941E-07;4.91394E-07;3.13509E-07;2.17531E-07;1.59817E-07;1.22399E-07;9.67537E-08;7.84089E-08;6.41465E-08;5.39744E-08;4.60453E-08;3.97449E-08;3.43872E-08;3.04854E-08;2.68408E-08;2.39677E-08;2.15328E-08;1.94512E-08;1.76578E-08;1.61016E-08;1.46681E-08;1.34832E-08;1.24364E-08;1.1507E-08;1.06782E-08;9.93584E-09
41.210832;2.98145E-05;1.14819E-05;2.27133E-06;8.86596E-07;4.93461E-07;3.14835E-07;2.18454E-07;1.60496E-07;1.2292E-07;9.71657E-08;7.87429E-08;6.44199E-08;5.42045E-08;4.62417E-08;3.99144E-08;3.45338E-08;3.06155E-08;2.69553E-08;2.407E-08;2.16247E-08;1.95342E-08;1.77331E-08;1.61703E-08;1.47307E-08;1.35407E-08;1.24895E-08;1.15561E-08;1.07237E-08;9.97825E-09
41.308488;3.01838E-05;1.15771E-05;2.27998E-06;8.9021E-07;4.95507E-07;3.16148E-07;2.19367E-07;1.61169E-07;1.23435E-07;9.75736E-08;7.90736E-08;6.46906E-08;5.44323E-08;4.64361E-08;4.00822E-08;3.4679E-08;3.07442E-08;2.70687E-08;2.41713E-08;2.17157E-08;1.96164E-08;1.78077E-08;1.62384E-08;1.47927E-08;1.35977E-08;1.2542E-08;1.16048E-08;1.07689E-08;1.00202E-08
41.406144;3.05559E-05;1.16723E-05;2.2885E-06;8.93784E-07;4.9753E-07;3.17447E-07;2.20272E-07;1.61834E-07;1.23946E-07;9.79773E-08;7.9401E-08;6.49585E-08;5.46578E-08;4.66285E-08;4.02484E-08;3.48228E-08;3.08717E-08;2.71809E-08;2.42715E-08;2.18057E-08;1.96978E-08;1.78816E-08;1.63057E-08;1.4854E-08;1.36541E-08;1.2594E-08;1.16529E-08;1.08135E-08;1.00618E-08
